Match_ID,Date,Sport,Home_Team,Away_Team,Home_Team_Odds,Away_Team_Odds,Draw_Odds,Predicted_Winner,Actual_Winner
M00213,2025-06-06,Basketball,West Anita Wolves,Williambury Bears,4.86,,,Williambury Bears,Williambury Bears
M00214,2025-04-19,Basketball,Glassborough Tigers,South Kimberly Eagles,2.71,4.06,,South Kimberly Eagles,Glassborough Tigers
M00215,2024-05-19,Basketball,Port Samuel Eagles,North Cindymouth Wolves,2.75,1.57,,North Cindymouth Wolves,Port Samuel Eagles
M00216,2024-12-28,Football,Gracechester Tigers,Tannerborough Bears,2.35,1.58,4.48,Tannerborough Bears,Draw
M00217,2024-01-28,Basketball,East Ann Tigers,Dianafurt Eagles,2.2,4.01,,East Ann Tigers,Dianafurt Eagles
M00218,2024-09-27,Hockey,Lake Shelby Wolves,Melaniefurt Bears,2.22,4.66,4.4,Melaniefurt Bears,Draw
M00219,2024-11-08,Basketball,Deniseport Lions,West Ashleyberg Lions,3.35,4.43,,Deniseport Lions,Deniseport Lions
M00220,2025-04-28,Baseball,Port Cynthia Bears,Taylorfort Tigers,2.45,4.98,,Port Cynthia Bears,Port Cynthia Bears
M00221,2024-12-03,Hockey,Lake Jaclynborough Bears,East Brettport Tigers,1.47,4.74,4.65,East Brettport Tigers,Lake Jaclynborough Bears
M00222,2025-06-07,Tennis,Justinchester Wolves,Port Christinatown Lions,3.29,,,Port Christinatown Lions,Justinchester Wolves
M00223,2025-04-22,Football,Stevenview Eagles,New Ashley Wolves,2.99,1.75,3.21,New Ashley Wolves,Stevenview Eagles
M00224,2024-09-18,Football,South Jamesbury Tigers,New Ronaldland Wolves,3.17,1.46,2.78,Draw,South Jamesbury Tigers
M00225,2023-10-18,Basketball,Lake Marychester Wolves,East Andrewland Eagles,2.64,1.44,,East Andrewland Eagles,East Andrewland Eagles
M00226,2025-05-24,Basketball,East Destiny Tigers,North Mariamouth Tigers,3.12,1.66,,North Mariamouth Tigers,North Mariamouth Tigers
M00227,2024-10-16,Baseball,Port Katietown Tigers,Aliciabury Bears,3.67,,,Aliciabury Bears,Aliciabury Bears
M00228,2025-03-03,Baseball,Johntown Lions,Harmonton Eagles,3.93,2.07,,Harmonton Eagles,Johntown Lions
M00229,2025-07-12,Tennis,South Laurafurt Wolves,Alexandraside Wolves,4.95,4.4,,Alexandraside Wolves,Alexandraside Wolves
M00230,2025-07-04,Hockey,North Bruce Lions,Lake Thomas Bears,,3.37,4.21,North Bruce Lions,Lake Thomas Bears
M00231,2024-03-16,Basketball,Janeport Tigers,Nicolefort Tigers,4.92,1.76,,Janeport Tigers,Janeport Tigers
M00232,2024-08-16,Hockey,Emilyland Lions,New Anna Tigers,2.11,3.03,1.99,Emilyland Lions,Emilyland Lions
M00233,2024-10-16,Hockey,Lake James Tigers,East Tiffany Lions,4.01,2.33,4.4,Draw,East Tiffany Lions
M00234,2025-05-22,Hockey,Christianmouth Wolves,Ballardmouth Eagles,1.92,4.15,3.68,Ballardmouth Eagles,Ballardmouth Eagles
M00235,2025-06-20,Football,Collinsland Wolves,South Danielstad Lions,1.97,2.22,4.35,Collinsland Wolves,Draw
M00236,2024-03-12,Hockey,Batesshire Wolves,Stephanietown Lions,2.34,3.64,2.19,Batesshire Wolves,Draw
M00237,2024-11-25,Baseball,South Danaport Tigers,West Nicolasfort Wolves,2.52,3.95,,South Danaport Tigers,West Nicolasfort Wolves
M00238,2025-05-22,Basketball,North Jeanne Bears,Markfort Bears,3.28,2.12,,North Jeanne Bears,North Jeanne Bears
M00239,2023-10-02,Hockey,Deborahfort Tigers,Lake Amy Wolves,2.07,2.63,1.41,Lake Amy Wolves,Deborahfort Tigers
M00240,2023-11-16,Tennis,Port Beverlyview Lions,New Juliafurt Wolves,4.67,1.38,,New Juliafurt Wolves,Port Beverlyview Lions
M00241,2023-09-05,Basketball,Ronaldshire Bears,South Danielbury Bears,4.49,4.8,,South Danielbury Bears,South Danielbury Bears
M00242,2024-03-30,Basketball,West Stevenfort Lions,Sawyermouth Wolves,3.94,4.35,,West Stevenfort Lions,Sawyermouth Wolves
M00243,2024-03-17,Football,Garciaview Bears,Harrisonland Bears,2.96,3.85,2.15,Draw,Garciaview Bears
M00244,2023-08-03,Basketball,West Georgeton Eagles,Port Christopher Wolves,2.88,3.96,,West Georgeton Eagles,Port Christopher Wolves
M00245,2025-05-17,Tennis,Mcintoshbury Eagles,Lake Johnnyside Eagles,2.8,1.78,,Lake Johnnyside Eagles,Lake Johnnyside Eagles
M00246,2024-06-17,Basketball,Shelbyside Bears,Hollyberg Bears,4.68,3.93,,Shelbyside Bears,Hollyberg Bears
M00247,2023-12-26,Football,Vegaland Wolves,New Steven Wolves,3.7,4.03,4.13,Vegaland Wolves,Vegaland Wolves
M00248,2024-04-03,Tennis,Martinport Bears,Jamesmouth Wolves,1.88,4.38,,Martinport Bears,Jamesmouth Wolves
M00249,2023-07-30,Football,North Katherine Bears,Thomasberg Eagles,2.08,4.07,2.73,North Katherine Bears,Thomasberg Eagles
M00250,2025-03-22,Hockey,Leeborough Wolves,Lake Shannonmouth Tigers,4.32,4.72,2.71,Leeborough Wolves,Draw
M00251,2023-09-05,Basketball,Marychester Wolves,Lake William Eagles,4.6,2.59,,Lake William Eagles,Marychester Wolves
M00252,2024-05-14,Tennis,West Sandraborough Bears,New Timothy Tigers,2.87,4.0,,New Timothy Tigers,West Sandraborough Bears
M00253,2024-03-16,Football,Drewville Eagles,Port Jenniferberg Eagles,1.75,,1.31,Draw,Port Jenniferberg Eagles
M00254,2025-03-05,Hockey,New Corey Tigers,South Jeromebury Eagles,3.33,2.77,4.25,Draw,South Jeromebury Eagles
M00255,2023-12-01,Hockey,Brandimouth Tigers,Kristatown Lions,1.81,3.17,3.45,Draw,Brandimouth Tigers
M00256,2024-10-28,Hockey,South Christopher Tigers,South Chad Tigers,3.08,1.5,4.02,South Chad Tigers,South Chad Tigers
M00257,2023-12-06,Hockey,Bennettchester Bears,Karlbury Bears,2.43,4.23,3.95,Bennettchester Bears,Bennettchester Bears
M00258,2025-07-05,Baseball,West Shawn Lions,East Ericstad Lions,3.35,4.77,,West Shawn Lions,East Ericstad Lions
M00259,2024-08-16,Football,Josephport Bears,Campbellburgh Lions,,,2.94,Campbellburgh Lions,Draw
M00260,2024-07-04,Baseball,Gloriafort Eagles,Monicaport Tigers,3.82,2.43,,Monicaport Tigers,Gloriafort Eagles
M00261,2024-09-07,Football,Christopherchester Lions,Jordantown Eagles,3.19,3.95,3.33,Draw,Christopherchester Lions
M00262,2025-07-07,Football,South John Tigers,Rosemouth Wolves,1.53,2.73,,Rosemouth Wolves,Rosemouth Wolves
M00263,2024-10-09,Football,Marcside Lions,Juliefurt Eagles,3.13,3.69,1.83,Draw,Marcside Lions
M00264,2023-09-21,Hockey,Stewarthaven Bears,Tamaramouth Lions,,1.77,2.34,Tamaramouth Lions,Stewarthaven Bears
M00265,2024-06-22,Tennis,Thompsonberg Tigers,Joeport Bears,2.95,3.36,,Joeport Bears,Thompsonberg Tigers
M00266,2025-05-19,Football,Lake Susan Eagles,South Jasmine Wolves,3.78,2.28,2.09,Draw,Lake Susan Eagles
M00267,2023-09-29,Hockey,Smithside Bears,North Allison Eagles,3.05,3.69,4.19,Smithside Bears,Draw
M00268,2025-05-06,Basketball,Brownborough Bears,South Tara Bears,1.22,4.57,,South Tara Bears,South Tara Bears
M00269,2025-04-06,Baseball,Stevensbury Lions,Ethanchester Wolves,2.49,3.79,,Ethanchester Wolves,Ethanchester Wolves
M00270,2024-03-05,Tennis,South Robert Lions,South Jessica Eagles,3.95,1.85,,South Jessica Eagles,South Jessica Eagles
M00271,2023-12-26,Hockey,East Tyler Eagles,Angelatown Wolves,3.34,3.12,3.02,Angelatown Wolves,East Tyler Eagles
M00272,2025-05-21,Football,Suarezview Bears,Mooreland Lions,1.99,2.8,1.34,Suarezview Bears,Draw
M00273,2023-12-10,Baseball,Jessestad Eagles,Port Harry Wolves,2.96,1.56,,Jessestad Eagles,Port Harry Wolves
M00274,2025-06-17,Basketball,North Rodneymouth Lions,Lewisshire Lions,4.73,2.74,,North Rodneymouth Lions,Lewisshire Lions
M00275,2024-07-11,Football,West Anthony Bears,Zamoraborough Wolves,1.7,3.42,3.62,Zamoraborough Wolves,West Anthony Bears
M00276,2025-04-21,Tennis,South Kimberly Eagles,Michelleland Wolves,3.46,2.24,,South Kimberly Eagles,South Kimberly Eagles
M00277,2023-07-26,Tennis,Duartestad Lions,Port Michelleside Eagles,1.5,3.05,,Port Michelleside Eagles,Duartestad Lions
M00278,2023-09-06,Basketball,Susanberg Wolves,North Desireeview Eagles,3.18,4.77,,North Desireeview Eagles,North Desireeview Eagles
M00279,2024-03-18,Tennis,New Kenneth Wolves,South Jerry Wolves,3.58,4.43,,South Jerry Wolves,New Kenneth Wolves
M00280,2024-11-21,Tennis,Ryanton Lions,North Melindaside Lions,3.0,,,North Melindaside Lions,Ryanton Lions
M00281,2025-03-13,Hockey,Brendachester Bears,Michelleland Wolves,1.33,3.84,3.75,Brendachester Bears,Brendachester Bears
M00282,2024-08-07,Hockey,East Henry Tigers,Lake Nancyfurt Lions,4.73,2.76,3.42,Lake Nancyfurt Lions,East Henry Tigers
M00283,2024-08-07,Football,Bryanside Wolves,Careyland Eagles,4.81,3.78,2.03,Draw,Draw
M00284,2023-09-19,Football,Port Brenda Lions,East Amanda Wolves,3.27,2.94,3.71,Port Brenda Lions,Port Brenda Lions
M00285,2025-06-03,Tennis,Parksview Tigers,New Scottport Tigers,1.49,,,New Scottport Tigers,Parksview Tigers
M00286,2023-09-22,Baseball,West Sabrina Bears,Lake Catherine Bears,1.22,4.47,,West Sabrina Bears,West Sabrina Bears
M00287,2024-10-16,Basketball,New Lauren Bears,Patriciastad Lions,3.26,3.35,,Patriciastad Lions,New Lauren Bears
M00288,2024-11-15,Football,South Christineview Wolves,East Laurieborough Lions,4.7,4.14,1.6,Draw,South Christineview Wolves
M00289,2023-07-25,Baseball,Villanuevastad Eagles,Coreystad Tigers,2.01,1.57,,Villanuevastad Eagles,Coreystad Tigers
M00290,2025-05-17,Baseball,New Sarah Eagles,New Nicolebury Bears,3.44,4.95,,New Nicolebury Bears,New Sarah Eagles
M00291,2023-12-07,Tennis,Lorihaven Bears,Lisachester Eagles,1.6,1.58,,Lisachester Eagles,Lorihaven Bears
M00292,2024-05-13,Basketball,Mirandaville Wolves,South Samuel Tigers,,3.87,,South Samuel Tigers,South Samuel Tigers
M00293,2025-03-07,Baseball,Lake Kathleen Tigers,West Ronaldhaven Wolves,4.21,2.39,,Lake Kathleen Tigers,Lake Kathleen Tigers
M00294,2024-01-09,Basketball,Barryton Bears,West Christopherland Lions,3.08,1.47,,Barryton Bears,Barryton Bears
M00295,2023-08-14,Basketball,Blevinsport Wolves,Alanmouth Eagles,3.93,1.48,,Blevinsport Wolves,Blevinsport Wolves
M00296,2024-08-13,Football,North Tanya Lions,New Katherine Wolves,4.27,1.37,1.23,New Katherine Wolves,New Katherine Wolves
M00297,2024-11-02,Basketball,South Georgeberg Lions,Patriciaview Tigers,3.06,1.7,,Patriciaview Tigers,Patriciaview Tigers
M00298,2024-06-15,Hockey,Lemouth Bears,Angelafort Eagles,1.71,2.83,2.24,Draw,Lemouth Bears
M00299,2024-08-21,Football,New Jamieshire Lions,Wigginsfort Tigers,4.33,4.97,2.0,Draw,Wigginsfort Tigers
M00300,2024-03-16,Football,Christopherville Lions,North Amandaburgh Eagles,1.51,1.62,3.55,North Amandaburgh Eagles,Christopherville Lions
M00301,2024-09-13,Football,Greenville Eagles,South Marilyn Bears,2.03,2.43,2.06,South Marilyn Bears,Greenville Eagles
M00302,2023-11-21,Baseball,South David Lions,South Christinetown Lions,3.84,2.63,,South Christinetown Lions,South David Lions
M00303,2025-04-17,Football,Robinsonport Bears,Knightshire Bears,1.32,3.72,2.3,Draw,Draw
M00304,2023-10-20,Tennis,Changton Eagles,Hughesshire Bears,4.84,1.86,,Changton Eagles,Hughesshire Bears
M00305,2024-06-21,Tennis,Port Sean Eagles,East Jonathan Eagles,2.73,4.43,,Port Sean Eagles,Port Sean Eagles
M00306,2024-10-27,Tennis,Howardshire Bears,Kingborough Tigers,3.94,3.72,,Kingborough Tigers,Kingborough Tigers
M00307,2024-09-24,Football,Timothyland Bears,Phamfurt Wolves,3.12,2.27,2.88,Draw,Timothyland Bears
M00308,2023-08-04,Hockey,West Selena Bears,Troyshire Bears,3.83,3.12,1.44,West Selena Bears,Draw
M00309,2024-08-26,Football,Aprilfort Tigers,South Jenniferborough Eagles,2.99,3.49,3.14,Aprilfort Tigers,Aprilfort Tigers
M00310,2024-02-07,Tennis,New Jeremy Wolves,Coreytown Wolves,2.5,2.67,,Coreytown Wolves,New Jeremy Wolves
M00311,2025-03-08,Baseball,Nancymouth Wolves,New Amanda Lions,1.38,1.85,,New Amanda Lions,Nancymouth Wolves
M00312,2024-12-05,Football,South Andrew Lions,North Richard Eagles,4.62,4.22,1.37,Draw,South Andrew Lions
M00313,2023-12-07,Basketball,Lake Coreyfurt Bears,Port Margaretshire Bears,3.48,1.54,,Port Margaretshire Bears,Lake Coreyfurt Bears
M00314,2023-11-20,Tennis,East Joseph Wolves,Mathisland Tigers,3.93,1.61,,East Joseph Wolves,Mathisland Tigers
M00315,2025-01-11,Football,South Brittanyville Tigers,South Johnburgh Tigers,3.81,3.08,4.39,Draw,South Johnburgh Tigers
M00316,2023-11-17,Basketball,Stephaniemouth Bears,Travisside Wolves,2.21,4.26,,Travisside Wolves,Travisside Wolves
M00317,2024-10-24,Tennis,North Russellberg Lions,Callahanmouth Bears,1.74,4.21,,North Russellberg Lions,North Russellberg Lions
M00318,2024-07-08,Football,North Jack Lions,Dannyville Bears,2.34,2.72,1.38,Draw,Dannyville Bears
M00319,2023-07-26,Basketball,South Stephanie Tigers,North Conniefort Lions,3.97,4.52,,North Conniefort Lions,South Stephanie Tigers
M00320,2024-02-09,Hockey,Douglashaven Wolves,Nicholsmouth Wolves,1.68,2.51,4.57,Douglashaven Wolves,Draw
M00321,2024-11-07,Hockey,Michaelstad Bears,Deannaland Wolves,4.41,1.91,2.58,Michaelstad Bears,Deannaland Wolves
M00322,2023-08-06,Football,Simsville Tigers,Andrefurt Eagles,3.57,1.39,4.75,Draw,Andrefurt Eagles
M00323,2024-08-11,Hockey,Stephenport Bears,North Kathryn Wolves,4.61,2.49,3.41,Stephenport Bears,Stephenport Bears
M00324,2023-09-07,Tennis,Clintonburgh Tigers,Patrickborough Wolves,2.33,4.6,,Clintonburgh Tigers,Clintonburgh Tigers
M00325,2024-08-05,Tennis,Port Dawn Bears,Lake Courtney Tigers,2.2,2.73,,Lake Courtney Tigers,Port Dawn Bears
M00326,2025-03-05,Basketball,North Austinmouth Wolves,West Patricia Tigers,1.58,1.26,,West Patricia Tigers,North Austinmouth Wolves
M00327,2025-04-16,Tennis,North Michael Wolves,Cortezborough Lions,1.22,3.83,,North Michael Wolves,Cortezborough Lions
M00328,2025-03-22,Baseball,North Nathanville Lions,Lake Kevin Bears,2.05,4.79,,North Nathanville Lions,North Nathanville Lions
M00329,2024-10-08,Basketball,West Joshua Bears,South Jaclyn Wolves,3.5,4.05,,South Jaclyn Wolves,West Joshua Bears
M00330,2024-05-22,Hockey,Port Stephanie Lions,Lake Charles Eagles,3.53,3.67,3.16,Port Stephanie Lions,Draw
M00331,2024-01-03,Basketball,Acostaborough Bears,Simmonsville Wolves,,1.8,,Simmonsville Wolves,Simmonsville Wolves
M00332,2025-02-26,Football,Kathleenview Wolves,Robertmouth Wolves,1.96,2.82,2.02,Robertmouth Wolves,Robertmouth Wolves
M00333,2025-01-29,Hockey,Davisview Bears,Kendraborough Eagles,2.53,4.16,2.98,Kendraborough Eagles,Draw
M00334,2025-04-12,Hockey,North Patrick Tigers,Nicholasmouth Tigers,1.56,2.12,,Nicholasmouth Tigers,North Patrick Tigers
M00335,2024-06-28,Baseball,New Cynthia Eagles,Craigtown Lions,3.3,3.18,,New Cynthia Eagles,Craigtown Lions
M00336,2024-04-09,Football,East Jose Tigers,Samanthaburgh Lions,1.74,2.42,2.03,Samanthaburgh Lions,Draw
M00337,2025-07-09,Football,Collinsport Wolves,South Hector Tigers,3.1,4.79,2.81,South Hector Tigers,South Hector Tigers
M00338,2025-06-14,Hockey,Wendymouth Bears,Port Rachelstad Eagles,4.63,2.45,2.73,Port Rachelstad Eagles,Wendymouth Bears
M00339,2023-12-28,Hockey,New Loriburgh Eagles,Martinezside Bears,4.61,,3.56,Martinezside Bears,Draw
M00340,2025-04-20,Baseball,Jamesfort Wolves,North Jose Eagles,3.41,3.18,,North Jose Eagles,Jamesfort Wolves
M00341,2024-12-08,Hockey,South Kayla Eagles,New Hollyville Eagles,4.63,3.49,4.75,South Kayla Eagles,New Hollyville Eagles
M00342,2024-05-31,Tennis,Jamesside Bears,Lake Stephenborough Eagles,3.32,2.53,,Lake Stephenborough Eagles,Jamesside Bears
M00343,2025-06-02,Tennis,Jameshaven Tigers,Keithmouth Wolves,1.24,1.59,,Jameshaven Tigers,Keithmouth Wolves
M00344,2023-10-31,Baseball,East Kimberlyport Bears,Lake Patricia Tigers,3.49,2.17,,East Kimberlyport Bears,East Kimberlyport Bears
M00345,2024-10-11,Hockey,Monicaport Lions,New Bobbyville Bears,2.27,2.21,,Monicaport Lions,Monicaport Lions
M00346,2024-07-07,Hockey,North Rebeccaberg Tigers,Claudiaport Bears,3.94,1.79,1.82,Draw,North Rebeccaberg Tigers
M00347,2024-11-11,Football,Lake Christopher Wolves,Davidton Tigers,2.11,1.3,4.69,Draw,Draw
M00348,2024-03-25,Football,New Joycebury Bears,Danielstad Lions,3.84,4.18,4.86,New Joycebury Bears,Draw
M00349,2024-11-20,Tennis,Darrenmouth Lions,North Shannonmouth Eagles,4.06,3.84,,North Shannonmouth Eagles,North Shannonmouth Eagles
M00350,2024-07-14,Baseball,Robinton Eagles,West Michael Lions,1.23,2.38,,West Michael Lions,Robinton Eagles
M00351,2024-04-07,Hockey,New Jacob Eagles,Deannaside Tigers,2.35,3.93,2.72,Draw,Draw
M00352,2024-11-18,Baseball,Erictown Lions,Derektown Tigers,,3.62,,Derektown Tigers,Derektown Tigers
M00353,2024-12-27,Baseball,Andersonstad Lions,East Sarah Wolves,3.57,2.25,,Andersonstad Lions,Andersonstad Lions
M00354,2025-02-16,Hockey,Danielleside Lions,New Brittanyhaven Tigers,,2.67,1.78,New Brittanyhaven Tigers,Danielleside Lions
M00355,2024-09-27,Football,Joyview Tigers,New Kenneth Tigers,3.79,1.35,3.04,New Kenneth Tigers,Draw
M00356,2024-02-08,Hockey,Warnerfurt Lions,West Brianna Wolves,3.06,1.34,3.37,West Brianna Wolves,West Brianna Wolves
M00357,2024-12-09,Tennis,Port Robertchester Eagles,South Maryberg Lions,3.55,3.85,,South Maryberg Lions,South Maryberg Lions
M00358,2025-03-21,Hockey,Lake Karenchester Wolves,Karenside Wolves,2.81,,1.82,Lake Karenchester Wolves,Lake Karenchester Wolves
M00359,2024-10-09,Hockey,East Laurenport Wolves,West Dawnburgh Bears,1.76,4.43,,East Laurenport Wolves,West Dawnburgh Bears
M00360,2024-01-21,Tennis,Shawmouth Bears,North Jenniferfort Lions,2.5,3.52,,North Jenniferfort Lions,Shawmouth Bears
M00361,2024-05-16,Baseball,West Jesseburgh Tigers,West Traceyton Wolves,1.54,1.91,,West Jesseburgh Tigers,West Traceyton Wolves
M00362,2024-02-12,Tennis,Lake William Wolves,New Christopher Eagles,1.22,2.74,,New Christopher Eagles,Lake William Wolves
M00363,2024-09-17,Basketball,Nicholasberg Eagles,Smithtown Tigers,2.96,4.82,,Smithtown Tigers,Nicholasberg Eagles
M00364,2025-04-05,Hockey,Cobbfort Eagles,Nicholasmouth Tigers,4.3,3.38,2.33,Cobbfort Eagles,Nicholasmouth Tigers
M00365,2024-06-06,Baseball,Brownberg Eagles,Lovehaven Eagles,2.84,2.46,,Lovehaven Eagles,Lovehaven Eagles
M00366,2024-03-22,Hockey,East Barryshire Wolves,West Tina Wolves,4.35,3.45,4.2,Draw,East Barryshire Wolves
M00367,2024-08-14,Basketball,Joshuachester Lions,New Wayne Lions,1.73,1.54,,New Wayne Lions,New Wayne Lions
M00368,2024-08-31,Hockey,Boonehaven Tigers,Coxton Wolves,2.38,4.17,2.23,Boonehaven Tigers,Coxton Wolves
M00369,2025-01-22,Hockey,North Lisa Wolves,South William Bears,3.35,2.54,2.54,Draw,North Lisa Wolves
M00370,2024-01-08,Basketball,Port Robert Bears,Vanessamouth Lions,2.34,2.6,,Port Robert Bears,Port Robert Bears
M00371,2023-10-23,Hockey,Christopherchester Tigers,South Adamfurt Bears,4.31,3.24,3.07,South Adamfurt Bears,Christopherchester Tigers
M00372,2024-09-25,Football,Port Kathrynberg Eagles,New Curtis Tigers,4.53,3.0,2.67,New Curtis Tigers,Port Kathrynberg Eagles
M00373,2023-12-14,Football,Staceyville Tigers,Careyfurt Tigers,1.47,4.36,3.68,Draw,Staceyville Tigers
M00374,2024-11-28,Football,Brownton Tigers,Lake Adamstad Lions,,2.26,3.88,Draw,Draw
M00375,2024-02-11,Basketball,South Tracyton Lions,Seanport Wolves,2.72,4.66,,Seanport Wolves,South Tracyton Lions
M00376,2025-02-04,Football,North Kevinview Eagles,Castrochester Lions,3.98,1.61,2.05,Draw,North Kevinview Eagles
M00377,2023-11-28,Tennis,North Jodichester Tigers,South Roger Eagles,3.55,2.47,,South Roger Eagles,North Jodichester Tigers
M00378,2024-12-12,Baseball,Timothyburgh Eagles,Lake Ashley Lions,4.55,3.87,,Lake Ashley Lions,Lake Ashley Lions
M00379,2024-09-26,Football,Lake Michelleland Lions,South Christophershire Tigers,3.66,1.39,2.45,Lake Michelleland Lions,Draw
M00380,2024-03-08,Baseball,West Robertberg Lions,South Jeffrey Lions,,3.11,,South Jeffrey Lions,South Jeffrey Lions
M00381,2024-07-03,Tennis,Port Stephanieville Lions,Elizabethmouth Bears,4.01,1.41,,Port Stephanieville Lions,Elizabethmouth Bears
M00382,2023-10-23,Baseball,Davidhaven Bears,East Zachary Bears,4.78,4.83,,East Zachary Bears,East Zachary Bears
M00383,2025-02-05,Football,New Brianna Lions,Johnsonhaven Bears,1.34,2.66,2.65,New Brianna Lions,New Brianna Lions
M00384,2023-12-24,Tennis,Charlesborough Tigers,Hendersonview Bears,2.12,2.84,,Hendersonview Bears,Hendersonview Bears
M00385,2024-01-01,Basketball,Peterton Tigers,North Gwendolyn Eagles,1.32,4.39,,Peterton Tigers,North Gwendolyn Eagles
M00386,2024-02-11,Tennis,Salazarberg Tigers,South Anne Lions,2.18,1.62,,South Anne Lions,South Anne Lions
M00387,2025-04-10,Hockey,North Victoria Bears,North Kevinberg Wolves,,,3.48,North Kevinberg Wolves,North Kevinberg Wolves
M00388,2025-05-04,Football,South Lisafort Lions,Davisbury Wolves,3.86,4.69,2.01,South Lisafort Lions,South Lisafort Lions
M00389,2025-01-26,Basketball,East Lisamouth Lions,North Aliciamouth Tigers,2.78,2.69,,North Aliciamouth Tigers,North Aliciamouth Tigers
M00390,2023-10-17,Baseball,Brianmouth Tigers,Brooksfort Eagles,4.73,4.91,,Brooksfort Eagles,Brianmouth Tigers
M00391,2025-05-20,Baseball,Ericton Wolves,Richardshire Bears,1.74,,,Richardshire Bears,Richardshire Bears
M00392,2023-11-01,Basketball,Lisamouth Eagles,Catherineville Eagles,3.23,2.03,,Lisamouth Eagles,Lisamouth Eagles
M00393,2024-03-26,Basketball,North Brandonview Lions,New Stephanie Wolves,2.95,4.45,,North Brandonview Lions,North Brandonview Lions
M00394,2024-07-07,Hockey,South Bethanyland Eagles,South Amandamouth Bears,4.15,1.68,1.96,Draw,Draw
M00395,2025-01-11,Hockey,Nicholasport Tigers,Guerreroside Eagles,1.52,4.51,3.46,Draw,Draw
M00396,2024-01-31,Baseball,Port Sarah Tigers,South Emily Eagles,1.46,3.48,,South Emily Eagles,Port Sarah Tigers
M00397,2023-11-03,Football,Port Traceyfort Tigers,Davidstad Tigers,4.61,1.23,2.16,Port Traceyfort Tigers,Davidstad Tigers
M00398,2023-08-18,Tennis,South Arthur Bears,North Nicholasborough Eagles,2.12,2.1,,South Arthur Bears,South Arthur Bears
M00399,2025-02-22,Baseball,Mistyside Wolves,East Karina Lions,3.83,4.1,,East Karina Lions,East Karina Lions
M00400,2024-05-01,Tennis,Kellymouth Bears,Edwardsberg Wolves,2.29,3.56,,Kellymouth Bears,Edwardsberg Wolves
M00401,2025-05-01,Baseball,Lisahaven Lions,Lucasstad Lions,1.71,2.35,,Lucasstad Lions,Lucasstad Lions
M00402,2024-08-07,Basketball,Jacobview Eagles,New Oscar Tigers,3.02,4.11,,Jacobview Eagles,Jacobview Eagles
M00403,2024-08-28,Hockey,Martintown Wolves,West Stephaniefort Tigers,3.47,1.26,,Draw,West Stephaniefort Tigers
M00404,2025-03-01,Baseball,Lake Barbara Eagles,East Jason Bears,,,,Lake Barbara Eagles,Lake Barbara Eagles
M00405,2024-08-31,Hockey,North Amanda Tigers,South Seth Tigers,2.53,2.6,2.42,South Seth Tigers,Draw
M00406,2025-03-02,Baseball,Gonzalezmouth Wolves,Westland Eagles,2.62,1.56,,Westland Eagles,Gonzalezmouth Wolves
M00407,2023-11-28,Tennis,Daviesbury Wolves,Carterville Tigers,2.7,3.71,,Daviesbury Wolves,Daviesbury Wolves
M00408,2024-06-17,Baseball,East Joshua Wolves,Josephton Bears,4.62,3.14,,East Joshua Wolves,East Joshua Wolves
M00409,2025-01-31,Basketball,Michaelshire Tigers,East Charles Bears,4.23,1.82,,Michaelshire Tigers,East Charles Bears
M00410,2024-02-11,Baseball,South Holly Bears,Johnsonhaven Lions,4.28,4.45,,South Holly Bears,South Holly Bears
M00411,2023-07-24,Football,Rebeccachester Bears,Amandamouth Wolves,4.09,2.78,1.35,Rebeccachester Bears,Draw
M00412,2023-12-17,Football,Simpsonview Bears,Larryville Lions,2.66,1.75,4.41,Larryville Lions,Draw
M00413,2024-06-07,Baseball,South Nancy Bears,Alexanderfurt Wolves,3.56,4.54,,Alexanderfurt Wolves,Alexanderfurt Wolves
M00414,2024-03-26,Hockey,Teresafurt Eagles,North Angelica Wolves,4.18,2.02,1.29,North Angelica Wolves,Draw
M00415,2025-04-17,Tennis,Mitchellport Eagles,Simmonsport Wolves,4.81,2.6,,Simmonsport Wolves,Simmonsport Wolves
M00416,2024-09-25,Baseball,Leonmouth Bears,South Matthewview Tigers,1.58,2.98,,Leonmouth Bears,South Matthewview Tigers
M00417,2024-06-09,Hockey,Andrewview Tigers,Jeanettebury Bears,4.85,1.96,2.47,Jeanettebury Bears,Jeanettebury Bears
M00418,2023-10-19,Baseball,North Aprilchester Lions,North Steven Eagles,3.05,2.61,,North Aprilchester Lions,North Aprilchester Lions
M00419,2024-04-19,Basketball,Joelville Lions,Fowlerview Lions,4.06,2.46,,Fowlerview Lions,Joelville Lions
M00420,2024-03-16,Tennis,Guzmanfurt Tigers,Susanborough Eagles,3.75,4.36,,Guzmanfurt Tigers,Guzmanfurt Tigers
M00421,2024-02-17,Baseball,South Michaelborough Wolves,Perryville Tigers,1.98,1.94,,South Michaelborough Wolves,South Michaelborough Wolves
M00422,2025-06-20,Hockey,Henryville Eagles,Kellyhaven Eagles,4.63,2.42,4.3,Kellyhaven Eagles,Henryville Eagles
M00423,2025-03-04,Basketball,Port Ariel Lions,Juliastad Lions,1.36,3.6,,Juliastad Lions,Juliastad Lions
M00424,2023-10-24,Tennis,Ashleybury Tigers,Jasonport Eagles,1.29,3.35,,Jasonport Eagles,Jasonport Eagles
M00425,2024-05-10,Hockey,South Melissa Bears,South Teresa Tigers,4.76,3.79,4.29,South Melissa Bears,South Teresa Tigers
